Unnamed: 0,JKT,JKM,GRS,LT,LB,Category
2513,5,2,1,147,370,Mahal
2514,4,3,2,200,-250,Mahal
2516,4,4,0,146,252,Mahal
2517,4,5,4,286,525,Mahal
2518,3,2,1,252,162,Mahal
2519,3,2,1,250,250,Mahal
2523,4,2,2,214,160,Sedang
2529,3,2,1,55,83,Sedang
2532,3,3,3,411,276,Mahal
2533,5,3,1,270,171,Sedang
2534,4,3,2,200,300,Mahal
2535,4,3,2,220,280,Mahal
2536,4,3,2,160,240,Mahal
2537,4,3,1,180,365,Mahal
2538,2,2,1,86,116,Murah
2539,2,1,1,72,45,Murah
2540,5,3,0,210,267,Sedang
2541,3,3,2,80,101,Sedang
2543,3,2,1,70,102,Sedang
2550,4,3,1,148,207,Mahal
2551,3,3,1,200,250,Mahal
2553,4,3,1,200,300,Mahal
2554,4,3,2,280,222,Sedang
2555,3,4,4,315,410,Mahal
2556,4,4,2,145,175,Mahal
2557,4,4,4,315,410,Mahal
2559,3,2,1,180,120,Sedang
2560,3,2,1,250,250,Sedang
2562,4,3,2,400,550,Mahal
2563,5,4,1,280,400,Sedang
2564,2,1,2,94,48,Murah
2566,4,3,2,320,150,Sedang
2567,1,2,0,225,485,Mahal
2568,4,3,1,200,300,Mahal
2569,4,4,0,153,204,Mahal
2570,5,5,2,350,300,Mahal
2571,5,4,0,200,250,Mahal
2572,4,3,1,123,200,Sedang
2574,2,1,2,120,110,Sedang
2575,4,3,2,347,344,Mahal
2576,3,2,2,312,210,Mahal
2577,4,6,2,200,450,Mahal
2578,3,2,1,120,80,Murah
2579,5,3,0,147,350,Mahal
2581,4,3,0,113,150,Sedang
2582,3,1,0,98,80,Murah
2583,3,3,2,195,156,Mahal
2584,3,3,0,174,280,Sedang
2587,4,3,2,190,220,Sedang
2588,3,3,1,100,155,Sedang
2742,4,3,2,148,203,Mahal
2743,4,3,1,152,230,Sedang
2744,5,3,0,168,300,Sedang
2745,4,3,1,200,275,Mahal
2749,4,2,2,282,278,Mahal
2752,5,4,1,312,350,Mahal
2753,5,3,0,325,300,Mahal
2754,4,4,2,200,300,Mahal
2755,5,3,2,316,450,Mahal
2756,3,2,1,72,100,Sedang
2758,3,3,0,179,200,Mahal
2761,4,3,2,180,265,Mahal
2762,5,2,2,127,300,Sedang
2763,2,1,1,102,100,Sedang
2764,4,3,2,200,250,Mahal
2765,3,2,1,72,140,Sedang
2766,4,3,1,225,230,Mahal
2767,4,3,2,200,200,Mahal
2768,4,3,2,125,155,Sedang
2769,5,5,1,165,97,Sedang
2770,5,4,2,145,350,Sedang
2771,4,3,1,200,150,Mahal
2773,4,3,1,208,160,Mahal
2775,3,3,2,141,246,Mahal
2777,3,2,1,80,95,Sedang
2778,4,2,0,139,130,Murah
2779,3,1,2,145,150,Sedang
2780,3,3,1,107,180,Sedang
2781,4,1,1,144,275,Mahal
2782,4,6,0,332,250,Mahal
2783,4,3,0,200,130,Mahal
2784,6,4,3,200,375,Mahal
2791,4,2,0,271,248,Mahal
2794,3,2,1,117,100,Sedang
2795,4,2,1,162,72,Sedang
2796,4,3,4,400,400,Mahal
2797,4,3,2,226,300,Mahal
2798,5,5,2,278,400,Mahal
2799,1,1,2,69,98,Sedang
2800,4,3,2,150,170,Sedang
2801,4,4,0,125,140,Sedang
2802,4,5,0,286,525,Mahal
2804,4,4,3,286,525,Mahal
2805,3,2,0,64,124,Murah
2806,3,3,2,200,181,Mahal
2807,3,2,2,180,120,Sedang
2810,4,4,1,160,230,Mahal
2815,4,3,0,200,400,Mahal
2816,5,4,2,330,250,Mahal
2817,6,4,0,312,350,Mahal
2818,3,2,0,72,140,Sedang
2829,4,3,0,150,185,Sedang
2830,7,5,1,200,210,Sedang
2831,4,3,0,150,275,Sedang
2832,6,4,0,316,500,Mahal
2833,4,4,2,276,400,Mahal
2837,4,2,2,198,195,Mahal
2838,2,2,1,84,116,Murah
2839,2,1,1,144,120,Sedang
2840,3,3,1,141,125,Sedang
2842,4,3,2,141,125,Sedang
2843,4,4,1,312,375,Sedang
2844,3,2,1,123,200,Sedang
2845,3,2,1,100,102,Sedang
2846,6,3,1,185,275,Mahal
2847,4,3,1,102,100,Sedang
2848,2,2,2,165,110,Sedang
2849,5,2,2,165,110,Sedang
2852,3,2,4,326,240,Sedang
2854,4,3,2,171,275,Mahal
2855,5,4,2,206,200,Sedang
2856,2,1,1,69,40,Murah
2857,4,2,1,112,140,Sedang
2858,3,3,0,113,180,Sedang
2859,5,4,0,230,160,Mahal
2860,4,3,2,166,260,Sedang
2861,2,1,1,97,60,Murah
2862,4,3,2,120,200,Sedang
2863,3,3,2,120,200,Sedang
2864,3,3,2,120,200,Sedang
2865,6,4,1,204,350,Mahal
2866,3,3,2,105,112,Sedang
2867,2,1,1,140,94,Murah
2868,6,6,2,265,330,Mahal
2869,2,1,1,72,36,Murah
2870,2,1,2,72,45,Murah
2872,3,2,1,126,127,Sedang
2873,2,1,2,80,130,Murah
2875,5,4,3,220,500,Mahal
2877,2,2,1,83,45,Murah
2878,3,3,2,180,134,Sedang
2880,6,3,1,350,245,Sedang
2881,4,4,2,95,90,Sedang
2882,3,2,1,89,171,Sedang
2883,4,3,2,108,150,Sedang
2886,2,2,1,58,66,Sedang
2887,3,2,1,145,100,Murah
2888,3,3,2,90,100,Sedang
2889,4,2,2,105,160,Sedang
2890,5,3,1,162,175,Sedang
2891,5,3,2,108,150,Sedang
2892,3,3,0,127,126,Sedang
2894,4,3,1,244,320,Mahal
2895,3,2,1,120,70,Sedang
2896,4,4,2,303,287,Mahal
2897,2,1,0,66,36,Sedang
2898,4,3,1,200,150,Sedang
2899,3,3,4,346,230,Mahal
2900,6,3,3,200,350,Mahal
2902,2,1,1,100,80,Murah
2903,4,3,2,100,170,Sedang
2904,6,4,1,204,350,Sedang
2905,2,2,1,112,58,Murah
2906,4,2,1,294,300,Mahal
2907,3,3,2,119,150,Sedang
2908,5,6,2,286,450,Sedang
2909,3,2,1,133,120,Murah
2911,2,2,1,60,70,Murah
2912,4,3,3,144,200,Sedang
2913,3,2,1,60,70,Murah
2914,3,2,2,88,55,Murah
2915,5,5,5,513,350,Mahal
2916,5,5,2,208,300,Mahal
2917,3,2,1,80,100,Sedang
2918,3,3,0,377,200,Mahal
2919,4,3,0,188,135,Sedang
2921,4,3,2,244,320,Sedang
2922,3,2,2,80,100,Sedang
2923,5,4,2,110,140,Sedang
2924,3,3,2,200,200,Mahal
2925,2,1,1,84,45,Murah
2926,4,3,2,105,112,Sedang
2927,3,3,2,184,200,Sedang
2928,4,3,3,198,202,Mahal
2929,4,3,2,176,159,Mahal
2930,3,2,1,110,130,Murah
2931,4,3,1,200,350,Sedang
2932,3,2,1,91,83,Sedang
2933,8,4,1,327,500,Mahal
2935,1,1,0,144,166,Sedang
2936,3,3,2,120,180,Sedang
2937,3,2,1,118,145,Sedang
2938,2,2,1,60,54,Murah
2939,3,2,1,60,70,Murah
2941,3,3,1,90,135,Sedang
2944,6,6,1,168,182,Sedang
2945,2,1,1,66,36,Sedang
2947,3,2,1,162,70,Sedang
2948,3,2,0,94,94,Murah
2950,4,3,1,90,138,Sedang
2951,3,2,1,80,100,Sedang
2952,4,4,4,400,147,Mahal
2955,4,2,2,165,150,Sedang
2956,3,3,0,102,160,Sedang
2957,6,3,2,120,150,Sedang
2958,3,2,1,220,150,Sedang
2959,4,3,1,214,220,Sedang
2960,3,3,2,135,122,Sedang
2961,5,2,1,198,376,Sedang
2962,2,1,1,120,77,Murah
2963,3,3,0,150,140,Sedang
2964,4,3,2,390,320,Mahal
2965,3,2,1,118,145,Sedang
2966,4,4,1,95,110,Sedang
2967,4,3,3,143,220,Sedang
2968,3,3,2,119,150,Sedang
2969,2,1,1,72,50,Murah
2970,4,2,2,105,160,Sedang
2971,6,3,1,221,200,Sedang
2972,4,3,2,132,180,Sedang
2973,5,2,1,215,175,Sedang
2975,3,2,1,155,140,Murah
2976,6,3,2,365,400,Mahal
2977,2,2,0,102,65,Murah
2978,4,2,3,280,200,Sedang
2979,3,3,1,170,122,Mahal
2980,3,2,1,221,125,Sedang
2981,5,3,1,350,200,Sedang
2983,4,3,2,200,300,Sedang
2984,4,3,3,158,220,Sedang
2985,2,1,1,70,70,Sedang
2986,4,5,2,300,350,Mahal
2987,3,3,2,81,120,Sedang
2988,3,3,0,81,120,Sedang
2989,5,3,0,132,180,Sedang
2990,2,2,1,60,90,Sedang
2991,4,3,0,280,230,Mahal
2992,3,2,2,105,160,Sedang
2994,3,2,1,102,195,Sedang
2995,4,3,2,130,185,Mahal
2996,2,2,0,96,78,Sedang
2997,3,2,0,101,130,Sedang
2998,5,5,2,288,488,Mahal
3000,3,2,2,105,117,Sedang
3001,6,3,0,198,180,Sedang
3002,6,4,3,150,250,Mahal
3003,2,2,1,96,95,Murah
3005,3,2,1,84,115,Murah
3006,4,4,1,200,284,Mahal
3007,5,3,2,140,180,Sedang
3008,3,1,1,104,79,Murah
3009,4,4,0,180,134,Sedang
3010,3,2,1,116,108,Sedang
3011,6,3,1,118,300,Sedang
3012,3,2,1,136,100,Sedang
3013,3,2,0,112,70,Sedang
3015,4,3,3,200,300,Mahal
3016,4,2,1,60,150,Murah
3018,5,3,2,450,288,Mahal
3019,2,1,1,50,40,Murah
3020,2,1,1,65,36,Murah
3021,2,1,0,105,85,Sedang
3024,3,3,2,90,115,Sedang
3025,3,3,2,94,140,Sedang
3026,3,2,1,221,150,Sedang
3027,5,4,0,286,450,Sedang
3028,6,4,3,286,450,Sedang
3029,3,2,1,136,100,Sedang
3030,3,2,2,114,142,Sedang
3031,3,3,0,94,140,Sedang
3032,2,2,1,100,65,Sedang
3034,4,2,1,328,176,Mahal
3035,3,1,1,328,176,Mahal
3036,4,6,4,365,550,Mahal
3037,4,3,0,210,150,Sedang
3039,3,3,1,78,85,Murah
3040,3,3,2,268,254,Sedang
3041,4,2,0,90,150,Sedang
3042,3,2,1,211,106,Mahal
3043,2,2,1,102,94,Sedang
3044,1,1,1,156,250,Mahal
3046,3,2,1,126,120,Sedang
3047,4,4,0,147,100,Sedang
3050,4,3,2,408,250,Sedang
3053,3,2,0,108,108,Murah
3054,3,1,1,170,90,Sedang
3055,6,4,5,333,300,Mahal
3056,5,3,1,183,300,Sedang
3057,3,3,1,160,120,Sedang
3060,3,3,0,198,264,Mahal
3061,3,2,0,100,130,Sedang
3063,4,4,2,120,200,Sedang
3065,3,2,1,98,130,Sedang
3067,5,4,2,160,236,Mahal
3068,4,2,2,119,120,Sedang
3069,5,2,2,267,125,Mahal
3070,2,2,2,312,170,Sedang
3071,5,5,1,507,500,Mahal
3072,3,3,1,142,130,Sedang
3074,5,2,4,300,290,Mahal
3075,4,2,1,184,100,Sedang
3076,3,3,1,85,120,Sedang
3077,3,2,1,100,94,Murah
3079,3,2,2,151,100,Sedang
3080,4,2,1,162,175,Sedang
3081,2,1,0,88,92,Murah
3082,4,4,1,147,120,Sedang
3083,3,2,1,108,95,Murah
3084,2,1,1,72,72,Murah
3085,2,1,1,84,60,Sedang
3086,2,1,1,105,85,Sedang
3090,3,2,1,55,56,Murah
3094,3,2,1,235,200,Sedang
3096,4,4,1,117,168,Sedang
3097,6,4,1,182,400,Sedang
3098,3,2,0,101,130,Sedang
3099,6,4,0,286,450,Sedang
3101,4,3,1,143,220,Sedang
3102,5,5,0,127,160,Sedang
3103,5,2,0,90,110,Sedang
3105,2,1,0,84,60,Sedang
3106,3,3,0,120,180,Sedang
3107,2,1,1,83,50,Murah
3108,5,1,1,160,230,Mahal
3109,4,3,1,85,72,Sedang
3110,2,1,1,114,60,Sedang
3111,6,4,4,560,300,Mahal
3112,3,3,2,153,140,Sedang
3113,4,4,2,85,120,Sedang
3115,8,3,1,327,450,Mahal
3116,3,3,4,347,230,Mahal
3118,2,1,0,55,40,Murah
3119,3,3,1,100,180,Sedang
3120,4,2,4,308,350,Mahal
3121,3,4,0,188,150,Sedang
3122,4,2,2,218,235,Mahal
3123,3,3,1,144,220,Sedang
3124,8,6,1,563,400,Sedang
3125,4,3,2,324,181,Mahal
3129,3,2,2,131,100,Murah
3131,6,3,2,223,168,Mahal
3133,4,2,2,397,297,Mahal
3135,2,2,0,120,90,Murah
3136,3,3,1,175,150,Sedang
3137,6,6,1,200,230,Sedang
3138,2,3,1,90,94,Sedang
3139,3,2,2,184,175,Sedang
3140,3,3,1,234,200,Sedang
3141,2,1,1,45,30,Murah
3142,5,3,1,200,110,Sedang
3143,4,2,1,140,125,Murah
3144,4,3,1,128,98,Murah
3145,3,4,1,100,170,Sedang
3146,3,2,1,74,129,Murah
3148,4,3,1,155,210,Sedang
3149,2,2,0,125,100,Murah
3151,2,2,3,117,117,Murah
3154,3,3,1,300,225,Sedang
3155,3,3,1,184,175,Sedang
3157,2,1,1,126,70,Sedang
3158,4,4,2,95,110,Sedang
3159,3,2,0,228,200,Sedang
3160,5,4,3,141,250,Mahal
3161,2,1,0,110,77,Murah
3163,2,2,2,50,64,Murah
3164,1,1,1,60,36,Murah
3165,3,2,1,98,110,Sedang
3166,4,4,1,147,100,Murah
3167,7,4,0,135,250,Sedang
3168,3,4,1,90,270,Sedang
3169,3,2,1,160,160,Sedang
3170,3,2,1,88,75,Murah
3172,3,2,1,88,75,Murah
3173,4,3,1,289,180,Sedang
3174,4,3,1,244,320,Mahal
3175,3,2,2,126,110,Sedang
3176,3,3,1,235,200,Sedang
3177,3,2,1,102,66,Murah
3178,3,2,3,103,120,Sedang
3179,3,3,2,110,145,Sedang
3180,5,2,2,135,200,Sedang
3182,3,3,1,110,300,Sedang
3184,2,1,0,105,36,Murah
3186,3,2,2,103,120,Sedang
3190,4,3,0,159,250,Sedang
3191,8,4,2,204,350,Mahal
3192,5,2,1,295,200,Sedang
3193,4,2,2,182,200,Sedang
3196,3,2,0,88,160,Sedang
3197,3,2,0,137,105,Sedang
3198,2,1,0,100,50,Murah
3199,3,2,1,83,75,Sedang
3201,8,4,3,204,350,Mahal
3202,4,2,1,182,200,Mahal
3203,3,1,0,74,60,Murah
3204,4,3,2,108,120,Sedang
3205,2,2,1,108,65,Murah
3206,2,2,1,62,50,Murah
3207,6,3,2,243,150,Sedang
3210,4,2,2,340,200,Sedang
3211,3,2,2,121,100,Sedang
3212,3,2,1,98,55,Sedang
3213,3,2,2,100,125,Sedang
3214,8,4,3,535,347,Mahal
3215,3,3,1,102,100,Sedang
3216,3,1,1,90,55,Murah
3217,6,4,2,300,350,Sedang
3218,2,2,0,64,36,Murah
3219,3,3,1,110,200,Sedang
3220,4,3,0,83,100,Sedang
3221,1,2,1,147,195,Mahal
3223,3,5,1,312,200,Sedang
3224,5,3,0,158,220,Sedang
3225,7,4,3,204,360,Mahal
3226,3,2,1,284,150,Sedang
3227,3,2,1,73,100,Sedang
3228,6,4,4,312,230,Mahal
3229,4,3,1,150,280,Sedang
3230,3,2,1,94,80,Murah
3231,4,3,1,191,170,Mahal
3232,6,2,2,350,210,Sedang
3233,2,1,1,88,46,Murah
3236,2,2,1,70,50,Murah
3240,4,3,1,167,160,Sedang
3241,3,2,1,66,95,Sedang
3242,3,2,3,103,120,Sedang
3243,2,1,1,65,36,Murah
3246,4,3,1,163,210,Murah
3247,2,2,0,100,167,Sedang
3248,4,2,0,130,150,Sedang
3249,4,2,1,126,100,Sedang
3250,4,2,0,139,119,Sedang
3251,4,3,0,168,167,Sedang
3252,4,2,1,89,180,Sedang
3253,7,4,3,202,350,Mahal
3254,3,3,0,110,200,Sedang
3255,3,1,0,84,55,Murah
3256,2,1,1,90,70,Murah
3257,3,3,1,142,300,Sedang
3261,6,4,1,320,420,Sedang
3262,5,3,2,184,203,Sedang
3263,4,2,0,174,348,Murah
3264,3,2,2,100,70,Sedang
3267,4,4,2,350,400,Mahal
3269,4,2,2,109,250,Sedang
3270,7,4,4,350,300,Mahal
3271,3,2,1,310,265,Mahal
3272,2,1,0,60,45,Murah
3273,3,2,1,161,165,Sedang
3274,3,2,1,103,120,Sedang
3276,4,2,2,170,160,Sedang
3277,5,2,1,85,126,Murah
3278,2,2,1,64,36,Murah
3280,2,1,1,85,40,Murah
3281,2,1,0,136,45,Murah
3282,4,3,0,209,134,Sedang
3283,3,3,1,93,110,Sedang
3284,4,3,13,136,200,Sedang
3286,6,4,2,242,175,Sedang
3287,2,1,1,136,45,Murah
3288,3,2,1,105,45,Sedang
3289,4,1,1,70,140,Murah
3290,4,2,0,120,200,Murah
3291,2,2,1,102,80,Murah
3292,2,2,1,211,154,Sedang
3293,4,2,2,459,303,Mahal
3294,3,2,0,105,55,Murah
3296,4,3,1,392,200,Mahal
3297,4,2,1,90,120,Sedang
3298,3,3,1,140,220,Sedang
3303,2,2,1,74,61,Murah
3304,3,2,0,132,180,Sedang
3305,2,2,2,84,110,Sedang
3307,3,2,2,100,150,Sedang
3310,4,3,1,167,160,Sedang
3311,5,4,0,170,300,Sedang
3313,4,3,1,150,260,Sedang
3314,7,4,1,310,265,Mahal
3315,7,2,0,152,300,Mahal
3316,2,2,3,103,120,Sedang
3318,4,3,1,209,134,Sedang
3319,5,2,2,135,200,Sedang
3321,5,2,2,196,70,Mahal
3322,5,2,1,300,180,Murah
3324,3,2,2,157,300,Sedang
3325,4,4,2,192,207,Sedang
3326,3,2,1,102,75,Sedang
3327,3,2,0,120,120,Sedang
3329,6,3,0,344,450,Mahal
3330,2,1,1,98,50,Murah
3331,2,1,1,97,55,Murah
3332,4,3,1,200,280,Murah
3333,2,2,2,94,50,Murah
3334,2,1,1,60,40,Murah
3335,2,1,1,53,30,Murah
3336,2,1,1,100,36,Murah
3337,6,3,2,133,260,Sedang
3339,2,1,1,60,50,Murah
3341,2,1,3,184,50,Murah
3342,2,1,1,68,42,Murah
3343,2,1,2,235,100,Murah
3346,2,1,1,69,42,Murah
3347,5,4,0,74,102,Sedang
3348,8,4,1,98,196,Murah
3350,2,2,1,48,41,Murah
3351,3,2,2,107,100,Murah
3352,2,1,1,70,36,Murah
3356,2,1,1,85,36,Murah
3358,2,1,1,408,400,Sedang
3359,1,1,0,61,21,Murah
3361,2,1,1,78,45,Murah
3362,2,1,1,60,50,Murah
3364,2,1,1,60,40,Murah
3367,5,4,0,350,320,Sedang
3368,2,1,1,130,70,Murah
3370,2,1,1,54,60,Murah
3371,2,2,0,610,100,Sedang
3373,1,1,1,60,22,Murah
3374,2,1,1,67,31,Murah
3376,3,2,0,60,60,Murah
3377,2,2,1,102,135,Murah
3378,2,1,0,60,40,Murah
3379,3,2,1,83,120,Murah
3380,3,2,2,100,50,Murah
3383,2,1,1,72,50,Murah
3385,2,1,2,102,60,Murah
3386,2,1,1,72,40,Murah
3387,1,1,1,120,100,Murah
3388,2,2,1,45,60,Murah
3389,2,1,1,68,36,Murah
3390,2,1,1,60,45,Murah
3391,2,1,1,66,36,Murah
3392,2,1,1,70,40,Murah
3393,2,1,1,72,36,Murah
3394,1,1,1,58,21,Murah
3395,2,1,1,50,30,Murah
3396,2,1,1,42,30,Murah
3397,2,1,1,60,36,Murah
3399,1,1,1,60,36,Murah
3400,2,1,1,60,36,Murah
3401,3,2,0,60,100,Murah
3402,2,1,0,60,45,Murah
3403,3,1,0,126,90,Murah
3404,2,1,0,60,45,Murah
3406,2,2,0,71,52,Murah
3407,3,2,0,71,80,Murah
3409,2,1,1,74,45,Murah
3410,3,2,1,60,120,Murah
3411,2,1,1,60,36,Murah
3412,2,1,1,50,30,Murah
3413,2,1,1,42,30,Murah
3414,2,1,1,42,30,Murah
3415,2,1,1,35,25,Murah
3416,1,1,1,30,21,Murah
3418,3,2,1,288,110,Murah
3419,3,1,0,105,90,Murah
3420,2,1,1,125,45,Murah
3421,2,1,1,40,60,Murah
3422,8,3,0,223,360,Sedang
3423,4,4,1,70,140,Murah
3424,1,1,1,62,21,Murah
3427,2,1,1,72,40,Murah
3428,2,1,1,72,36,Murah
3429,5,3,4,157,200,Sedang
3431,2,1,1,36,66,Murah
3432,2,1,1,72,42,Murah
3433,3,1,1,60,42,Murah
3434,2,1,1,66,45,Murah
3435,2,1,0,56,66,Murah
3436,2,1,0,95,60,Murah
3437,2,1,0,60,36,Murah
3438,2,2,0,58,50,Murah
3439,2,1,0,69,40,Murah
3440,2,2,1,60,45,Murah
3441,3,2,0,60,120,Murah
3443,5,4,2,533,300,Mahal
3444,3,1,1,99,70,Murah
3446,4,2,1,144,165,Murah
3448,4,2,0,82,105,Murah
3450,3,2,1,72,73,Murah
3451,3,2,1,102,65,Murah
3452,3,2,1,95,67,Murah
3453,3,2,1,62,68,Murah
3454,3,2,1,78,68,Murah
3455,3,2,1,88,50,Murah
3456,2,1,1,61,36,Murah
3457,7,3,4,350,250,Sedang
3458,3,2,1,83,50,Murah
3459,2,1,1,62,45,Murah
3460,4,3,0,118,168,Sedang
3462,3,1,1,100,85,Murah
3463,3,2,1,94,50,Murah
3465,2,1,1,78,45,Murah
3467,2,1,1,62,36,Murah
3468,2,1,1,72,50,Murah
3469,7,2,0,350,220,Sedang
3509,3,2,1,100,90,Murah
3527,3,1,1,57,50,Murah
3529,2,1,1,110,100,Murah
3530,2,1,1,60,50,Murah
3532,2,1,1,60,36,Murah
3534,2,1,1,87,60,Murah
3536,2,1,1,60,36,Murah
3537,3,2,1,60,110,Murah
3538,2,1,1,64,38,Murah
3539,2,1,1,60,36,Murah
3541,2,1,1,77,40,Murah
3543,2,1,1,91,48,Murah
3544,3,2,1,76,120,Murah
3545,2,1,2,68,50,Murah
3546,3,2,2,165,90,Murah
3547,3,2,1,79,68,Murah
3549,3,2,0,200,250,Murah
3550,3,2,0,84,93,Murah
3552,3,1,1,80,60,Murah
3553,2,1,1,110,36,Murah
3554,3,3,1,115,175,Murah
3555,4,3,2,202,180,Sedang
3556,2,1,0,74,48,Murah
3557,3,2,1,66,60,Murah
3559,1,1,1,42,21,Murah
3560,2,1,1,48,41,Murah
3564,2,1,0,60,50,Murah
3565,2,1,2,100,50,Murah
3566,2,1,2,235,100,Murah
3567,2,1,0,90,54,Murah
3569,2,1,1,72,36,Murah
3570,2,1,0,130,70,Murah
3571,2,1,1,117,45,Murah
3573,2,1,0,60,50,Murah
3574,2,1,1,72,40,Murah
3575,4,3,0,200,280,Murah
3578,2,1,1,74,50,Murah
3579,2,1,1,60,30,Murah
3580,2,1,1,70,42,Murah
3581,8,3,0,281,500,Mahal
3582,3,1,0,80,80,Murah
3583,3,1,1,108,70,Murah
3584,2,1,0,74,50,Murah
3585,3,2,0,73,100,Murah
3586,1,1,1,60,21,Murah
3587,3,2,1,100,70,Murah
3588,2,1,1,100,50,Murah
3591,2,2,1,82,75,Murah
3592,8,3,2,281,500,Mahal
3593,3,2,1,93,90,Murah
3594,2,1,1,62,40,Murah
3596,2,1,0,66,36,Murah
3597,3,2,0,100,100,Murah
3598,2,1,1,186,170,Sedang
3599,2,1,1,72,46,Murah
3600,4,3,1,200,300,Sedang
3601,2,1,1,80,60,Murah
3602,4,2,1,78,104,Murah
3603,3,2,2,143,125,Murah
3604,2,2,1,60,72,Murah
3605,2,1,1,90,78,Murah
3606,2,1,0,152,40,Murah
3607,2,1,1,91,36,Murah
3608,2,1,1,72,38,Murah
3610,2,1,1,65,38,Murah
3613,7,6,0,110,160,Sedang
3616,2,1,0,102,60,Murah
3617,3,2,2,106,150,Sedang
3618,2,1,1,60,30,Murah
3619,2,1,1,60,30,Murah
3623,8,4,0,373,182,Mahal
3624,2,1,1,96,58,Murah
3626,1,1,1,60,38,Murah
3627,2,1,1,140,140,Murah
3628,3,2,1,157,120,Sedang
3629,2,1,1,81,38,Murah
3631,2,2,2,90,50,Murah
3632,2,2,0,108,67,Murah
3633,4,3,2,216,261,Mahal
3634,2,1,1,62,38,Murah
3635,2,1,1,62,38,Murah
3636,4,3,1,206,200,Murah
3637,2,1,1,90,40,Murah
3638,2,1,1,91,61,Murah
3639,2,1,1,81,45,Murah
3640,2,1,1,92,61,Murah
3641,3,2,1,87,50,Murah
3642,2,1,1,60,40,Murah
3643,2,1,1,65,36,Murah
3644,3,2,1,60,100,Murah
3645,2,1,1,70,36,Murah
3646,2,1,0,82,50,Murah
3647,3,1,1,70,100,Murah
3648,2,2,0,114,90,Murah
3650,5,1,1,80,120,Murah
3651,2,2,1,106,120,Sedang
3653,3,2,1,60,160,Murah
3654,2,1,1,60,45,Murah
3656,2,1,1,89,50,Murah
3657,2,1,1,48,48,Murah
3658,2,1,0,60,120,Sedang
3660,2,1,0,72,88,Murah
3663,2,1,2,60,45,Murah
3665,3,2,0,78,68,Murah
3666,3,2,0,58,68,Murah
3667,3,2,0,71,68,Murah
3668,3,2,0,73,69,Murah
3672,2,1,1,50,41,Murah
3673,2,1,1,63,45,Murah
3674,2,1,1,85,37,Murah
3678,5,5,0,168,350,Sedang
3680,2,1,0,87,45,Murah
3681,3,2,1,61,45,Murah
3685,2,1,1,64,45,Murah
3686,2,1,1,60,40,Murah
3687,3,2,2,100,70,Murah
3688,3,2,2,100,70,Murah
3690,2,1,1,168,42,Sedang
3691,3,2,1,102,130,Sedang
3692,2,4,4,300,200,Mahal
3695,2,2,0,59,56,Sedang
3696,3,3,1,187,187,Sedang
3698,2,2,1,83,70,Sedang
3699,5,4,1,116,300,Sedang
3700,2,2,1,100,70,Sedang
3703,2,1,1,84,55,Murah
3705,3,1,0,88,86,Sedang
3706,2,2,0,168,150,Sedang
3708,3,3,0,152,152,Sedang
3709,5,3,2,136,200,Sedang
3711,5,3,3,230,350,Sedang
3712,4,4,0,321,250,Mahal
3713,4,3,1,98,150,Mahal
3714,3,2,1,250,200,Sedang
3715,3,2,1,63,180,Sedang
3716,3,7,4,192,320,Mahal
3718,8,3,0,197,170,Sedang
3719,3,2,1,207,130,Mahal
3720,5,2,5,380,314,Mahal
3721,6,3,0,574,353,Mahal
3722,1,1,0,45,40,Murah
3723,2,2,1,113,95,Murah
3724,4,2,0,140,140,Sedang
3725,4,3,2,269,140,Mahal
3726,4,5,2,109,235,Sedang
3727,3,2,0,165,120,Sedang
3728,4,2,1,200,200,Mahal
3729,3,2,2,130,150,Sedang
3730,3,2,1,144,300,Mahal
3731,3,4,1,120,200,Sedang
3734,4,2,0,418,260,Mahal
3735,4,2,1,418,260,Mahal
3736,3,2,0,139,110,Mahal
3737,4,3,2,521,500,Mahal
3738,4,3,1,277,324,Mahal
3739,5,3,2,333,214,Sedang
3744,4,2,1,160,115,Sedang
3746,5,3,1,230,350,Sedang
3747,3,3,1,216,200,Mahal
3750,2,2,1,59,56,Sedang
3753,2,1,1,99,70,Sedang
3754,4,3,2,255,250,Mahal
3755,3,2,1,70,116,Sedang
3756,2,1,0,80,90,Murah
3757,4,2,2,400,400,Mahal
3759,4,2,2,400,275,Mahal
3761,4,3,5,402,520,Mahal
3762,4,3,2,104,150,Mahal
3763,3,3,2,102,140,Sedang
3764,2,2,0,145,70,Sedang
3766,3,3,0,153,153,Sedang
3769,3,2,2,141,98,Sedang
3770,3,2,1,135,200,Sedang
3771,4,4,4,443,250,Mahal
3772,2,1,0,85,61,Murah
3773,4,2,4,300,200,Mahal
3774,4,3,1,98,50,Mahal
3775,2,2,0,100,77,Sedang
3776,3,3,1,117,80,Sedang
3777,2,2,1,160,120,Sedang
3778,5,4,0,241,280,Mahal
3779,3,3,1,153,153,Sedang
3781,4,3,0,303,350,Mahal
3782,5,4,2,132,300,Mahal
3786,8,5,0,355,500,Sedang
3787,3,2,0,100,165,Sedang
3788,3,2,0,98,196,Sedang
3790,2,1,1,60,38,Murah
3795,5,3,0,248,200,Mahal
3797,3,2,0,68,68,Murah
3798,2,2,0,59,56,Sedang
3800,2,2,0,137,100,Sedang
3805,6,3,3,432,300,Mahal
3807,2,2,1,163,100,Sedang
3808,7,4,2,215,400,Mahal
3811,2,2,1,110,60,Sedang
