Unnamed: 0,JKT,JKM,GRS,LT,LB,Category
1192,2,1,1,84,48,Murah
1193,5,4,1,300,350,Mahal
1194,4,2,1,78,100,Sedang
1195,2,1,1,72,45,Murah
1196,3,2,1,84,60,Murah
1197,5,3,2,385,430,Mahal
1198,2,2,2,87,54,Murah
1200,2,1,1,132,82,Murah
1201,2,1,1,92,80,Sedang
1203,2,2,1,68,50,Murah
1204,2,1,1,60,60,Murah
1205,2,2,2,120,100,Murah
1206,2,2,1,60,50,Murah
1207,3,1,1,94,85,Murah
1208,3,2,2,125,80,Murah
1210,3,1,1,145,171,Sedang
1211,3,2,1,97,110,Murah
1212,4,3,2,122,200,Sedang
1213,4,3,1,122,200,Sedang
1214,2,1,1,75,60,Murah
1215,3,2,1,99,150,Sedang
1216,3,3,1,99,130,Sedang
1217,4,4,1,114,140,Sedang
1218,3,2,1,294,100,Sedang
1219,2,1,0,95,60,Sedang
1222,4,2,0,149,100,Sedang
1224,3,2,0,97,110,Murah
1226,4,3,1,176,150,Sedang
1227,7,3,3,216,320,Sedang
1228,2,1,1,125,65,Sedang
1230,2,2,1,96,75,Murah
1231,4,4,1,129,145,Sedang
1232,5,4,0,290,350,Sedang
1233,4,3,1,85,138,Sedang
1234,3,2,1,85,120,Sedang
1236,2,2,1,125,100,Sedang
1237,4,3,1,122,150,Sedang
1239,3,2,1,205,148,Sedang
1240,3,3,3,170,125,Sedang
1243,5,3,0,124,200,Sedang
1244,4,3,0,100,120,Murah
1246,3,2,1,225,100,Sedang
1247,4,3,0,283,115,Sedang
1248,2,2,2,100,100,Murah
1249,3,3,0,300,200,Mahal
1250,4,2,1,184,209,Sedang
1251,3,2,0,137,105,Sedang
1252,4,3,1,312,300,Mahal
1253,3,2,0,91,90,Murah
1254,3,2,0,116,70,Murah
1255,3,2,0,150,130,Murah
1256,2,2,1,97,68,Murah
1257,2,1,1,72,90,Murah
1258,3,2,2,180,120,Sedang
1259,3,2,0,95,70,Murah
1263,3,2,1,240,160,Sedang
1265,3,2,1,480,200,Mahal
1266,3,3,0,122,160,Sedang
1268,5,5,0,424,500,Mahal
1269,4,3,0,300,200,Sedang
1271,5,4,0,133,170,Sedang
1272,5,4,2,356,150,Sedang
1273,5,3,3,256,160,Sedang
1274,3,2,2,122,80,Sedang
1275,3,3,1,118,118,Sedang
1276,2,2,1,108,70,Murah
1278,3,2,1,95,70,Murah
1279,3,2,2,120,118,Sedang
1280,5,2,2,212,140,Sedang
1281,4,3,1,100,120,Murah
1282,4,2,1,144,120,Murah
1284,5,4,1,133,170,Sedang
1286,3,2,1,96,135,Sedang
1287,2,1,1,112,45,Murah
1288,2,2,1,143,80,Sedang
1289,3,3,1,96,135,Sedang
1292,4,3,1,356,200,Sedang
1293,4,3,1,371,280,Mahal
1294,3,1,1,115,104,Murah
1295,2,1,1,72,45,Murah
1296,2,1,1,70,45,Murah
1297,3,3,2,198,180,Sedang
1298,3,2,2,113,75,Murah
1300,4,3,1,224,180,Sedang
1301,2,1,1,72,50,Murah
1302,2,2,1,70,55,Murah
1303,2,1,1,72,36,Murah
1305,4,2,1,176,150,Sedang
1306,3,3,1,208,145,Sedang
1307,3,1,1,108,70,Murah
1308,5,5,3,424,400,Mahal
1309,3,2,2,300,200,Sedang
1310,3,1,0,60,50,Murah
1311,6,4,6,560,300,Mahal
1312,3,2,2,148,140,Sedang
1313,2,1,1,84,56,Murah
1314,4,3,6,513,350,Mahal
1315,3,2,1,200,150,Sedang
1317,3,3,1,180,220,Mahal
1318,4,2,1,244,320,Mahal
1320,4,3,1,180,250,Mahal
1321,5,5,0,195,360,Mahal
1322,6,2,1,278,235,Mahal
1323,4,4,1,187,185,Sedang
1324,4,3,1,196,180,Sedang
1325,3,2,2,200,170,Sedang
1326,3,2,0,214,200,Sedang
1328,4,4,1,180,250,Mahal
1329,5,3,2,135,155,Sedang
1330,4,3,1,180,300,Mahal
1331,3,2,1,107,90,Murah
1332,4,4,1,300,400,Mahal
1333,4,4,0,180,250,Mahal
1334,3,3,0,220,260,Mahal
1335,4,5,1,334,250,Mahal
1336,4,3,1,122,120,Sedang
1337,3,2,1,112,70,Sedang
1338,5,3,1,319,375,Sedang
1340,5,3,1,162,200,Sedang
1341,5,6,0,300,198,Sedang
1343,3,2,2,72,50,Murah
1344,3,3,3,268,254,Sedang
1345,3,2,0,116,90,Sedang
1346,3,4,1,216,202,Mahal
1347,4,2,1,204,135,Sedang
1348,6,4,1,128,270,Sedang
1350,4,3,2,300,240,Mahal
1351,7,4,0,90,225,Murah
1352,3,2,1,91,95,Murah
1353,3,2,0,140,149,Sedang
1355,3,3,1,160,280,Sedang
1356,3,3,0,102,160,Sedang
1357,4,2,1,90,100,Sedang
1358,4,3,2,110,140,Sedang
1360,7,3,1,181,300,Sedang
1361,8,4,0,181,300,Sedang
1363,4,4,0,375,560,Mahal
1364,5,3,0,120,340,Sedang
1366,3,2,3,180,160,Sedang
1367,3,2,1,119,150,Sedang
1368,4,3,2,160,120,Sedang
1369,3,1,1,127,127,Murah
1370,3,2,0,82,55,Murah
1371,3,2,0,112,70,Sedang
1372,2,2,1,70,90,Murah
1373,3,2,0,547,200,Mahal
1374,4,3,2,180,250,Sedang
1375,4,4,1,187,185,Sedang
1376,5,2,0,79,145,Sedang
1380,8,5,1,446,432,Mahal
1381,5,3,0,112,200,Murah
1382,3,3,0,200,250,Mahal
1385,2,1,1,66,30,Murah
1386,2,1,1,101,60,Murah
1388,4,3,2,105,112,Sedang
1390,4,3,0,146,155,Sedang
1391,4,4,1,258,206,Sedang
1393,4,2,0,294,300,Sedang
1394,3,2,1,91,45,Murah
1396,5,5,0,369,195,Sedang
1397,4,3,0,370,250,Mahal
1398,4,3,1,180,290,Mahal
1400,3,2,0,126,108,Sedang
1401,2,1,1,107,60,Murah
1403,3,2,1,108,70,Murah
1404,3,2,0,135,75,Sedang
1405,4,3,1,180,200,Mahal
1407,5,2,1,70,160,Sedang
1408,4,3,2,225,300,Mahal
1409,3,3,2,325,218,Mahal
1411,4,3,1,150,225,Sedang
1412,4,3,1,150,225,Sedang
1413,3,2,2,126,108,Sedang
1414,3,2,1,195,170,Sedang
1415,3,3,2,150,140,Sedang
1416,5,3,0,100,120,Murah
1417,4,3,1,150,150,Sedang
1419,5,4,1,200,200,Mahal
1422,4,3,10,140,170,Sedang
1423,5,3,0,210,220,Sedang
1425,4,2,1,400,550,Mahal
1427,3,1,1,87,87,Murah
1428,4,1,1,46,80,Murah
1430,4,4,0,117,145,Sedang
1433,7,5,3,513,350,Mahal
1434,3,3,2,150,100,Sedang
1435,3,1,1,220,150,Mahal
1436,3,3,2,104,125,Sedang
1437,5,3,1,183,280,Mahal
1438,3,3,0,97,135,Murah
1442,3,2,1,94,94,Murah
1443,3,3,1,150,180,Sedang
1444,3,2,1,125,150,Sedang
1445,4,3,0,170,300,Sedang
1446,3,2,0,94,94,Murah
1447,4,3,0,318,325,Sedang
1448,7,5,0,343,450,Mahal
1451,3,3,2,140,180,Sedang
1452,3,2,1,169,150,Sedang
1453,4,5,0,236,400,Mahal
1454,5,4,3,158,220,Sedang
1455,3,2,1,112,170,Sedang
1457,3,1,1,99,70,Murah
1458,3,2,1,116,90,Sedang
1459,4,2,0,102,90,Murah
1461,4,3,1,187,130,Sedang
1462,5,3,1,280,200,Sedang
1463,2,1,0,60,50,Murah
1464,3,1,0,124,68,Murah
1465,4,2,0,106,100,Murah
1466,4,2,0,91,140,Sedang
1467,5,5,0,195,360,Sedang
1468,5,3,1,120,340,Sedang
1470,7,4,1,181,300,Sedang
1471,4,3,1,180,150,Sedang
1472,3,1,1,98,70,Murah
1473,3,3,1,180,200,Mahal
1474,3,3,0,320,280,Sedang
1475,6,4,3,290,450,Sedang
1476,6,4,1,128,270,Mahal
1477,4,2,1,161,200,Sedang
1481,4,3,0,140,300,Mahal
1482,6,5,1,442,250,Mahal
1483,4,3,1,181,220,Sedang
1484,6,4,1,196,380,Sedang
1486,4,3,3,198,258,Mahal
1487,3,2,1,87,120,Murah
1488,3,3,1,147,100,Murah
1489,4,4,2,200,270,Mahal
1490,2,1,1,50,30,Murah
1491,3,2,0,126,80,Sedang
1492,2,1,0,101,60,Murah
1493,4,4,3,389,249,Sedang
1494,4,4,2,375,560,Mahal
1495,3,3,1,131,90,Sedang
1496,3,2,1,81,50,Murah
1497,3,2,1,104,70,Murah
1499,4,3,0,375,211,Mahal
1501,3,2,0,162,200,Sedang
1503,4,3,2,319,210,Mahal
1504,2,2,1,60,80,Murah
1505,6,3,1,296,200,Mahal
1506,5,4,2,333,400,Mahal
1509,3,2,1,226,150,Sedang
1510,2,3,0,70,120,Murah
1512,3,3,0,200,250,Mahal
1514,4,2,1,337,400,Mahal
1515,4,3,1,458,400,Mahal
1516,3,2,0,94,94,Murah
1517,4,4,0,162,132,Mahal
1518,2,1,0,54,42,Murah
1519,3,2,0,250,220,Sedang
1521,6,4,2,446,432,Mahal
1522,3,2,0,113,90,Sedang
1523,1,3,2,200,300,Sedang
1524,4,3,1,186,300,Mahal
1525,3,3,0,105,120,Sedang
1526,3,3,1,105,120,Sedang
1527,2,2,0,90,70,Murah
1528,6,5,4,286,450,Sedang
1530,3,3,0,119,200,Sedang
1532,4,3,0,190,300,Mahal
1535,6,3,1,296,200,Mahal
1536,4,3,0,320,300,Mahal
1537,5,4,1,300,350,Mahal
1538,3,2,2,111,102,Sedang
1540,2,2,0,192,45,Sedang
1542,3,2,0,199,120,Sedang
1545,4,3,1,200,158,Mahal
1546,3,2,1,112,90,Sedang
1548,5,2,0,70,160,Sedang
1550,3,3,2,126,180,Sedang
1554,4,3,1,112,140,Sedang
1556,5,2,2,352,216,Mahal
1558,4,3,3,181,220,Sedang
1559,2,2,1,112,85,Sedang
1560,4,3,2,370,250,Mahal
1561,4,3,2,186,160,Sedang
1562,5,4,2,360,400,Mahal
1563,3,3,0,220,300,Sedang
1564,7,2,2,216,150,Sedang
1565,3,1,1,178,140,Murah
1566,3,1,3,536,300,Mahal
1567,3,2,2,303,150,Mahal
1568,4,2,1,96,108,Sedang
1569,4,3,0,405,350,Mahal
1570,3,2,0,112,90,Sedang
1571,3,2,0,96,140,Sedang
1573,2,1,2,78,45,Murah
1574,6,3,2,153,140,Sedang
1575,3,1,2,114,90,Sedang
1576,4,3,4,289,200,Mahal
1577,3,2,1,72,88,Murah
1578,3,1,1,86,76,Sedang
1579,3,2,3,200,132,Sedang
1580,4,4,0,90,150,Murah
1582,3,2,2,182,120,Sedang
1583,4,3,1,162,142,Sedang
1584,2,1,0,78,45,Murah
1585,3,1,1,90,117,Murah
1588,2,2,1,53,50,Sedang
1589,4,3,0,405,300,Mahal
1590,4,3,1,108,45,Sedang
1591,2,2,2,53,58,Sedang
1592,2,1,0,132,120,Murah
1593,3,2,0,200,100,Murah
1594,3,2,0,190,160,Sedang
1595,7,6,0,375,500,Mahal
1596,3,1,1,200,170,Sedang
1597,5,2,0,205,160,Sedang
1603,2,1,2,140,98,Sedang
1607,3,3,1,60,120,Murah
1608,3,3,1,104,325,Mahal
1609,4,3,1,195,180,Sedang
1610,4,2,0,196,150,Sedang
1611,3,1,1,207,150,Sedang
1613,3,1,0,90,117,Sedang
1616,3,2,1,148,90,Sedang
1617,3,1,0,114,90,Sedang
1618,5,2,1,120,150,Sedang
1619,6,4,2,162,225,Mahal
1620,2,1,1,60,36,Murah
1621,4,2,0,153,162,Sedang
1623,2,2,1,66,80,Murah
1625,2,1,1,100,72,Murah
1626,5,2,0,110,160,Sedang
1627,4,3,2,153,140,Sedang
1628,2,1,1,145,120,Murah
1629,2,2,1,122,70,Murah
1630,3,3,0,60,120,Murah
1632,3,2,0,63,70,Murah
1633,6,6,2,200,150,Sedang
1634,2,2,1,156,130,Sedang
1636,4,2,1,119,120,Sedang
1637,2,1,1,101,140,Sedang
1639,2,2,0,216,200,Sedang
1640,3,1,0,179,100,Murah
1641,3,2,1,90,120,Sedang
1642,3,3,1,179,70,Murah
1643,3,3,3,219,300,Mahal
1645,2,3,2,80,100,Sedang
1646,4,2,0,105,87,Murah
1647,3,3,2,102,120,Murah
1648,3,2,0,72,100,Murah
1649,3,3,1,120,60,Murah
1650,2,1,1,117,117,Murah
1651,4,3,2,105,200,Sedang
1652,5,3,1,120,230,Sedang
1653,5,3,0,210,230,Sedang
1655,4,4,0,300,400,Mahal
1657,3,3,0,207,207,Sedang
1659,3,2,1,90,79,Murah
1661,6,4,0,340,360,Mahal
1664,4,2,1,140,250,Sedang
1667,4,3,2,190,300,Sedang
1668,2,2,1,112,90,Sedang
1669,3,2,1,98,95,Murah
1670,4,3,1,105,200,Sedang
1671,3,2,0,61,81,Sedang
1672,4,4,1,117,180,Sedang
1673,3,2,1,145,120,Murah
1674,2,2,1,153,140,Sedang
1675,2,1,1,36,60,Murah
1676,3,3,1,171,144,Sedang
1677,6,3,0,153,140,Sedang
1678,4,2,4,300,200,Sedang
1682,2,2,0,98,98,Murah
1684,3,2,2,135,160,Sedang
1685,2,1,1,120,51,Murah
1686,4,3,0,153,140,Sedang
1687,3,3,0,125,168,Sedang
1689,4,3,0,200,162,Sedang
1690,4,2,1,77,135,Murah
1691,7,2,0,104,80,Murah
1692,2,1,0,38,75,Murah
1693,4,4,1,121,200,Sedang
1694,2,2,1,216,200,Sedang
1695,2,1,0,172,155,Sedang
1696,6,2,0,71,181,Murah
1697,2,2,0,216,200,Sedang
1698,2,1,0,84,70,Murah
1699,3,2,2,153,150,Sedang
1700,5,2,1,108,113,Sedang
1701,2,1,1,86,36,Murah
1702,2,1,1,78,54,Murah
1703,2,2,0,170,180,Sedang
1705,3,3,1,108,150,Sedang
1706,4,3,1,440,340,Mahal
1707,2,2,1,180,180,Sedang
1708,2,2,2,207,200,Mahal
1709,7,4,2,560,300,Sedang
1710,5,4,2,260,450,Sedang
1711,2,1,0,60,36,Murah
1712,7,5,3,330,280,Mahal
1713,2,3,2,560,500,Mahal
1714,3,2,0,95,130,Sedang
1715,5,3,2,210,230,Sedang
1716,5,4,4,373,400,Mahal
1717,5,2,0,108,130,Sedang
1718,2,2,0,108,160,Murah
1719,3,2,1,108,160,Murah
1720,3,2,2,200,140,Sedang
1721,3,3,1,60,120,Murah
1722,2,1,0,100,126,Murah
1723,3,3,2,210,90,Sedang
1724,3,3,3,252,200,Sedang
1725,3,3,0,120,60,Murah
1726,5,5,0,44,88,Murah
1727,3,2,2,153,117,Sedang
1730,3,2,1,153,162,Sedang
1731,4,3,1,200,162,Sedang
1733,3,2,1,128,110,Sedang
1735,4,3,0,195,180,Sedang
1738,2,2,3,224,180,Sedang
1739,5,2,0,108,113,Sedang
1740,4,2,4,100,200,Sedang
1741,6,3,1,153,140,Sedang
1742,2,1,1,78,45,Murah
1743,2,1,1,72,50,Murah
1746,4,2,0,225,170,Sedang
1747,4,2,0,225,175,Sedang
1749,3,2,1,180,192,Sedang
1752,2,2,1,98,98,Murah
1753,5,3,2,560,450,Mahal
1754,2,2,0,216,200,Sedang
1756,3,3,0,252,200,Sedang
1757,3,3,0,170,150,Sedang
1763,3,3,2,150,220,Sedang
1765,2,2,0,53,58,Sedang
1769,3,1,1,179,70,Murah
1770,5,4,0,400,500,Mahal
1771,6,5,0,400,500,Mahal
1773,3,3,0,101,140,Sedang
1774,6,3,3,493,250,Mahal
1776,3,3,0,60,120,Murah
1777,4,3,0,294,237,Mahal
1778,1,1,1,114,70,Murah
1779,3,2,0,74,78,Sedang
1781,3,1,0,96,90,Murah
1782,4,3,2,135,160,Sedang
1783,2,1,1,101,70,Sedang
1785,2,2,2,144,170,Sedang
1786,4,4,0,67,134,Sedang
1788,3,2,0,179,150,Sedang
1790,3,2,1,153,110,Sedang
1796,3,3,0,190,170,Sedang
1807,4,5,0,286,525,Mahal
1808,4,2,2,227,313,Mahal
1812,4,3,1,360,192,Mahal
1815,3,2,0,299,250,Murah
1816,3,1,0,318,200,Mahal
1818,5,3,0,187,300,Mahal
1825,5,2,1,284,400,Mahal
1827,5,3,2,292,250,Mahal
1836,3,1,2,145,70,Sedang
1843,5,4,0,176,270,Mahal
1849,7,3,1,208,190,Mahal
1850,5,2,1,176,270,Mahal
1854,3,2,0,120,120,Sedang
1860,3,2,1,91,110,Murah
1866,4,2,1,151,182,Sedang
1874,3,2,1,66,92,Sedang
1877,5,3,1,345,400,Mahal
1891,5,3,2,176,270,Mahal
1896,3,2,1,60,50,Murah
1898,2,2,1,66,62,Sedang
1900,2,2,0,103,80,Sedang
1909,5,4,1,176,270,Mahal
1910,5,4,1,175,270,Mahal
1917,4,3,1,465,186,Mahal
1933,4,1,0,100,90,Sedang
1939,8,6,0,445,125,Sedang
1940,5,7,1,260,350,Mahal
1944,5,3,0,185,230,Sedang
1945,4,2,1,151,148,Sedang
1946,7,3,2,440,440,Mahal
1947,3,2,2,102,100,Sedang
1948,5,3,1,323,314,Mahal
1959,7,3,1,205,190,Mahal
1962,4,3,1,161,165,Sedang
1969,2,1,1,60,36,Murah
1971,5,2,2,442,250,Mahal
1972,6,4,2,333,314,Mahal
1974,5,3,1,176,270,Mahal
1975,3,2,1,256,212,Mahal
1976,2,2,0,105,77,Sedang
1981,5,5,0,198,350,Mahal
1985,3,1,0,87,90,Murah
1993,3,2,1,72,120,Murah
1995,4,2,0,312,125,Mahal
1997,7,4,1,176,270,Mahal
2003,4,4,5,528,370,Mahal
2008,4,4,2,253,400,Mahal
2014,5,2,2,218,198,Mahal
2017,7,4,0,104,104,Murah
2038,3,2,5,299,250,Murah
2049,4,4,2,140,250,Mahal
2050,3,3,2,140,250,Mahal
2052,7,2,1,250,350,Mahal
2053,5,3,2,158,220,Sedang
2061,5,3,2,242,140,Sedang
2066,2,1,0,42,40,Murah
2070,4,3,2,140,250,Mahal
2076,5,4,1,209,360,Sedang
2078,3,3,0,85,125,Murah
2087,2,1,1,84,100,Murah
2090,8,2,0,139,100,Sedang
2093,3,2,1,107,70,Murah
2096,3,3,1,85,120,Sedang
2107,5,4,2,176,305,Mahal
2108,5,3,2,220,158,Mahal
2109,3,2,2,352,200,Mahal
2114,4,3,1,325,216,Mahal
2115,3,2,0,162,200,Sedang
2116,6,5,1,260,400,Sedang
2117,5,3,1,200,340,Sedang
2118,4,4,2,220,295,Mahal
2119,4,4,2,240,380,Mahal
2121,3,3,3,200,250,Mahal
2123,3,3,0,126,180,Sedang
2124,3,2,2,280,290,Mahal
2126,3,2,1,195,170,Sedang
2127,4,3,2,300,400,Mahal
2128,3,2,2,150,140,Sedang
2129,3,3,2,84,110,Sedang
2130,4,3,1,180,300,Sedang
2131,6,5,1,235,450,Mahal
2132,3,2,1,131,90,Sedang
2133,4,2,1,164,100,Sedang
2134,4,3,2,97,113,Sedang
2135,3,3,1,200,250,Mahal
2136,3,3,2,285,300,Mahal
2137,3,3,2,87,115,Sedang
2138,4,4,2,180,202,Mahal
2139,4,4,1,375,560,Mahal
2140,4,4,1,180,290,Mahal
2141,5,3,2,161,236,Mahal
2142,3,2,1,123,83,Sedang
2143,7,3,3,199,300,Mahal
2144,3,3,2,91,120,Sedang
2146,3,2,2,126,108,Sedang
2147,3,2,2,162,200,Sedang
2148,2,2,1,70,120,Sedang
2149,2,1,0,126,108,Sedang
2151,5,3,1,200,300,Mahal
2153,5,3,2,200,250,Mahal
2154,4,3,2,140,214,Mahal
2155,4,3,2,180,280,Mahal
2156,3,2,2,180,110,Mahal
2157,5,4,2,360,400,Mahal
2159,3,2,2,180,200,Mahal
2161,4,3,2,300,250,Mahal
2163,3,2,1,117,180,Sedang
2164,4,4,2,170,300,Sedang
2165,4,3,1,180,280,Mahal
2166,3,2,1,162,200,Sedang
2167,4,3,0,180,300,Mahal
2168,3,3,1,117,185,Sedang
2169,4,3,2,180,300,Mahal
2171,4,1,1,220,150,Mahal
2173,3,3,1,70,120,Sedang
2174,4,3,1,180,250,Mahal
2175,7,4,1,181,300,Sedang
2176,5,4,1,180,300,Mahal
2177,4,2,0,325,216,Mahal
2178,4,3,2,375,400,Mahal
2179,4,3,3,268,254,Sedang
2180,4,3,1,200,130,Mahal
2182,5,4,0,200,300,Mahal
2183,5,5,1,513,350,Mahal
2186,5,5,0,169,250,Mahal
2187,4,3,1,300,230,Mahal
2188,4,3,2,375,360,Mahal
2189,3,2,1,126,108,Sedang
2190,6,3,2,182,180,Mahal
2191,5,5,2,182,380,Mahal
2192,3,2,1,140,120,Sedang
2193,3,3,1,300,180,Mahal
2194,3,4,2,180,220,Mahal
2195,4,3,2,180,202,Mahal
2196,3,3,1,220,260,Mahal
2197,5,3,1,112,140,Sedang
2198,3,2,2,240,130,Sedang
2199,4,4,0,240,245,Mahal
2201,4,3,2,239,250,Mahal
2202,4,4,1,225,350,Mahal
2203,4,4,0,200,270,Mahal
2205,6,3,1,112,140,Sedang
2206,3,4,1,220,250,Mahal
2207,4,4,1,258,206,Sedang
2208,4,3,1,254,268,Sedang
2210,4,3,2,200,208,Mahal
2213,4,3,1,240,375,Mahal
2218,3,2,1,198,220,Sedang
2219,5,3,2,375,400,Mahal
2220,5,6,2,240,375,Mahal
2222,4,4,1,200,270,Mahal
2224,7,5,5,513,350,Mahal
2226,4,2,0,182,200,Mahal
2227,4,3,0,180,220,Mahal
2228,4,6,2,240,260,Mahal
2229,5,3,2,200,208,Mahal
2230,5,3,1,145,250,Sedang
2231,5,5,1,513,350,Mahal
2233,4,2,1,112,140,Sedang
2234,4,4,2,570,300,Mahal
2235,2,1,1,72,45,Murah
2236,4,4,1,180,290,Mahal
2238,3,3,2,162,210,Mahal
2239,4,2,2,200,250,Mahal
2240,3,2,10,300,250,Mahal
2241,4,3,2,300,425,Mahal
2244,4,3,2,112,150,Sedang
2245,4,3,2,175,210,Mahal
2247,3,2,2,240,180,Mahal
2248,5,6,2,240,365,Mahal
2249,4,3,2,180,220,Mahal
2250,3,2,1,126,180,Sedang
2251,3,3,2,400,450,Mahal
2252,3,3,2,375,420,Mahal
2253,4,3,0,200,300,Mahal
2254,3,2,0,279,150,Mahal
2255,4,3,3,300,350,Mahal
2257,3,2,2,300,250,Mahal
2258,4,3,1,198,270,Mahal
2259,5,6,1,240,365,Mahal
2260,4,5,2,300,400,Mahal
2261,4,3,0,225,300,Mahal
2262,4,3,0,265,300,Mahal
2263,3,3,0,240,160,Mahal
2264,3,4,2,180,220,Mahal
2265,4,3,2,128,108,Sedang
2266,5,5,2,180,290,Sedang
2267,4,3,0,180,300,Mahal
2268,3,2,2,200,150,Sedang
2269,4,3,6,370,450,Mahal
2272,3,2,2,112,100,Sedang
2273,5,4,2,360,400,Mahal
2274,4,3,1,268,254,Sedang
2275,4,4,0,192,350,Sedang
2276,6,5,1,442,250,Mahal
2277,3,2,1,200,120,Sedang
2278,4,4,1,220,260,Mahal
2279,4,2,0,200,160,Sedang
2282,7,3,1,181,300,Sedang
2283,5,3,2,162,225,Mahal
2286,3,2,1,162,200,Sedang
2287,4,3,3,300,230,Mahal
2290,3,2,2,112,100,Sedang
2293,3,2,2,125,150,Sedang
2294,5,4,1,375,560,Mahal
2296,5,3,2,375,400,Mahal
2297,5,4,5,513,350,Mahal
2298,5,4,2,180,202,Mahal
2299,4,3,1,180,300,Mahal
2300,5,5,1,375,560,Mahal
2302,3,3,1,160,180,Sedang
2303,3,3,1,240,245,Mahal
2304,3,2,0,127,150,Murah
2305,4,3,1,180,100,Sedang
2306,7,4,0,181,200,Sedang
2308,3,3,1,130,150,Sedang
2311,2,1,1,126,75,Sedang
2312,3,2,2,240,180,Mahal
2313,3,2,0,180,150,Sedang
2314,4,2,2,300,296,Murah
2316,3,3,1,180,150,Sedang
2317,3,2,1,300,180,Mahal
2318,4,3,2,198,258,Mahal
2322,3,3,1,262,220,Mahal
2323,5,4,0,300,350,Mahal
2324,4,3,2,375,211,Mahal
2327,3,3,0,70,120,Sedang
2329,3,2,1,133,200,Sedang
2330,4,3,2,180,270,Sedang
2335,4,4,2,375,500,Mahal
2343,3,2,2,278,235,Mahal
2346,3,3,2,180,150,Sedang
2348,4,2,1,145,155,Sedang
2349,4,4,3,507,500,Mahal
2350,5,3,1,142,250,Sedang
2351,3,2,0,152,260,Sedang
2354,4,4,3,300,400,Mahal
2355,5,4,2,225,500,Mahal
2358,4,5,0,182,350,Mahal
2362,3,3,0,325,185,Mahal
2364,3,3,0,91,120,Sedang
2365,5,3,0,288,300,Mahal
2368,3,2,1,200,150,Sedang
2370,4,3,1,300,200,Mahal
2375,6,3,2,300,400,Mahal
2376,3,2,0,140,180,Sedang
2377,3,1,0,60,110,Murah
2378,3,3,1,131,90,Sedang
2381,4,2,0,145,155,Sedang
2384,5,3,2,260,260,Mahal
2387,5,4,4,225,500,Mahal
2391,5,3,3,375,203,Mahal
2392,3,2,1,211,170,Sedang
2394,3,3,2,130,150,Sedang
2398,4,3,1,200,270,Mahal
2399,3,3,2,87,115,Sedang
2401,5,2,2,300,400,Mahal
2403,6,4,0,390,500,Mahal
2405,2,1,1,55,40,Murah
2406,4,4,0,180,202,Mahal
2407,4,2,1,105,150,Sedang
2408,3,3,10,180,150,Sedang
2409,3,2,1,70,130,Sedang
2410,4,2,1,104,140,Sedang
2415,3,2,2,178,150,Sedang
2416,3,3,2,147,220,Mahal
2417,4,3,0,224,170,Sedang
2418,3,2,1,195,220,Mahal
2422,3,2,1,84,60,Sedang
2425,3,1,1,180,97,Sedang
2426,3,3,1,140,250,Sedang
2427,3,4,2,105,150,Sedang
2428,3,2,1,55,56,Murah
2429,3,2,1,220,240,Sedang
2430,6,4,1,325,350,Mahal
2431,2,2,1,180,130,Mahal
2432,5,4,1,180,300,Mahal
2434,4,3,1,220,150,Sedang
2435,4,3,1,180,250,Mahal
2436,2,2,1,126,108,Sedang
2437,3,3,1,157,165,Mahal
2438,5,3,1,210,267,Sedang
2440,5,4,2,325,250,Mahal
2441,5,3,3,325,350,Mahal
2442,4,3,2,160,240,Mahal
2443,2,1,1,111,65,Sedang
2444,2,2,0,120,100,Sedang
2445,5,5,2,165,150,Sedang
2447,6,4,1,200,375,Mahal
2448,5,4,3,157,250,Mahal
2449,4,3,1,200,150,Sedang
2450,4,4,2,160,230,Mahal
2451,6,4,2,328,400,Mahal
2452,4,3,2,116,168,Mahal
2453,5,3,1,200,300,Mahal
2454,4,3,2,270,290,Mahal
2455,4,3,2,270,290,Mahal
2456,4,3,1,178,150,Sedang
2457,4,3,2,150,185,Sedang
2458,3,3,2,116,117,Sedang
2459,3,3,1,238,110,Sedang
2460,3,2,1,178,130,Mahal
2461,3,2,1,180,120,Sedang
2462,3,3,2,141,246,Mahal
2463,3,2,2,240,180,Mahal
2464,3,2,3,240,180,Mahal
2467,2,2,0,60,50,Murah
2470,4,3,2,160,240,Mahal
2471,3,2,3,240,180,Mahal
2473,3,3,1,180,146,Mahal
2474,3,3,1,180,180,Mahal
2475,4,3,2,157,145,Sedang
2476,4,3,1,125,155,Sedang
2477,5,4,0,157,250,Mahal
2478,3,2,0,72,70,Sedang
2479,3,3,0,80,101,Sedang
2480,3,3,0,117,116,Sedang
2484,4,3,2,148,203,Mahal
2485,4,3,0,200,130,Sedang
2486,3,2,0,72,40,Sedang
2488,3,3,1,200,240,Mahal
2489,5,3,0,320,205,Sedang
2490,4,3,1,270,290,Mahal
2491,5,6,2,400,236,Mahal
2492,4,3,1,270,290,Mahal
2495,4,3,0,148,207,Mahal
2496,3,2,1,70,80,Sedang
2497,4,2,1,182,170,Murah
2500,4,3,1,200,300,Mahal
2502,5,3,0,320,200,Sedang
2504,5,3,3,325,300,Mahal
2505,3,3,3,258,220,Mahal
2506,3,2,1,240,300,Mahal
2507,3,2,0,178,150,Sedang
2508,5,3,0,312,350,Mahal
2509,4,4,0,350,350,Mahal
2511,5,4,0,145,300,Mahal
2512,6,4,2,200,210,Sedang
